npz_path,gloss,label_id,n_frames,hand_null_ratio,avg_hand_conf
isl_landmarks/18196__5a20a8e2.npz,EARN,590,30,0.3000,0.7000
isl_landmarks/18197__5be1eee2.npz,EARN,590,76,0.3947,0.6053
isl_landmarks/18199__cb23c9db.npz,EARN,590,38,0.0000,1.0000
isl_landmarks/18204__832dc334.npz,EARN,590,88,0.5227,0.4773
isl_landmarks/18219__f533d67d.npz,EARRING,591,87,0.4138,0.5862
isl_landmarks/18220__e3b6eb5a.npz,EARRING,591,40,0.3500,0.6500
isl_landmarks/18221__eb0d3c2f.npz,EARRING,591,34,0.3235,0.6765
isl_landmarks/18225__e3e92580.npz,EARRING,591,41,0.0976,0.9024
isl_landmarks/18228__166a0dde.npz,EARRING,591,91,0.5055,0.4945
isl_landmarks/18241__89cc30f9.npz,EARTH,592,157,0.4777,0.5223
isl_landmarks/18242__450817c8.npz,EARTH,592,73,0.1233,0.8767
isl_landmarks/18243__3e15238f.npz,EARTH,592,69,0.3188,0.6812
isl_landmarks/18245__cd5e590c.npz,EARTH,592,40,0.0000,1.0000
isl_landmarks/18246__6673c65d.npz,EARTH,592,47,0.0000,1.0000
isl_landmarks/18248__1cfb4724.npz,EARTH,592,98,0.3980,0.6020
isl_landmarks/18254__6d8383e5.npz,EARTHQUAKE,593,71,0.3239,0.6761
isl_landmarks/18255__e4711e93.npz,EARTHQUAKE,593,76,0.2237,0.7763
isl_landmarks/18256__663b64ab.npz,EARTHQUAKE,593,84,0.3452,0.6548
isl_landmarks/18258__e8fb4536.npz,EARTHQUAKE,593,66,0.0000,1.0000
isl_landmarks/18272__4d6632c8.npz,EASTER,595,71,0.3380,0.6620
isl_landmarks/18273__1fbfb945.npz,EASTER,595,52,0.0962,0.9038
isl_landmarks/18275__7ae73228.npz,EASTER,595,24,0.2083,0.7917
isl_landmarks/18276__1b212a3b.npz,EASTER,595,72,0.3472,0.6528
isl_landmarks/18279__8f4cd13e.npz,EASTER,595,47,0.0000,1.0000
isl_landmarks/18280__03a31262.npz,EASTER,595,44,0.0000,1.0000
isl_landmarks/18288__3a78e11d.npz,EAST,594,123,0.5528,0.4472
isl_landmarks/18289__a1321eab.npz,EAST,594,129,0.5039,0.4961
isl_landmarks/18290__d7892197.npz,EAST,594,54,0.3889,0.6111
isl_landmarks/18291__3f2bda11.npz,EAST,594,37,0.2432,0.7568
isl_landmarks/18292__8913d3de.npz,EAST,594,66,0.3182,0.6818
isl_landmarks/18294__a4b86679.npz,EAST,594,25,0.0000,1.0000
isl_landmarks/18298__a21a627c.npz,EAST,594,82,0.5122,0.4878
isl_landmarks/18306__2a639383.npz,EASY,596,83,0.4096,0.5904
isl_landmarks/18307__94ede052.npz,EASY,596,33,0.1818,0.8182
isl_landmarks/18308__d62b5556.npz,EASY,596,74,0.2838,0.7162
isl_landmarks/18311__24881353.npz,EASY,596,38,0.0000,1.0000
isl_landmarks/18315__0890473d.npz,EASY,596,91,0.4286,0.5714
isl_landmarks/18323__ff355ba7.npz,EAT,597,87,0.4023,0.5977
isl_landmarks/18329__ead9b7a9.npz,EAT,597,50,0.0000,1.0000
isl_landmarks/18335__46760b2f.npz,EAT,597,84,0.4881,0.5119
isl_landmarks/18370__a9b4d86c.npz,ECONOMY,598,171,0.5906,0.4094
isl_landmarks/18371__33fe3740.npz,ECONOMY,598,70,0.2714,0.7286
isl_landmarks/18372__a75b72df.npz,ECONOMY,598,73,0.2329,0.7671
isl_landmarks/18374__e18cccd7.npz,ECONOMY,598,55,0.0000,1.0000
isl_landmarks/18377__2179bdcb.npz,ECONOMY,598,83,0.3855,0.6145
isl_landmarks/18413__ce0dede5.npz,EDUCATE,599,80,0.4875,0.5125
isl_landmarks/18415__ad16b95a.npz,EDUCATE,599,39,0.2564,0.7436
isl_landmarks/18416__8a8b27c2.npz,EDUCATE,599,39,0.1795,0.8205
isl_landmarks/18417__d0506418.npz,EDUCATE,599,82,0.2073,0.7927
isl_landmarks/18419__ef51871d.npz,EDUCATE,599,44,0.0000,1.0000
isl_landmarks/18420__94aac80b.npz,EDUCATE,599,35,0.0000,1.0000
isl_landmarks/18422__55925e1d.npz,EDUCATE,599,93,0.5161,0.4839
isl_landmarks/18426__2007b13d.npz,EDUCATION,600,105,0.5810,0.4190
isl_landmarks/18427__3712f4d8.npz,EDUCATION,600,81,0.3580,0.6420
isl_landmarks/18429__63705794.npz,EDUCATION,600,38,0.0000,1.0000
isl_landmarks/18432__27b89be8.npz,EDUCATION,600,82,0.5854,0.4146
isl_landmarks/18474__d9503b18.npz,EFFORT,601,131,0.5038,0.4962
isl_landmarks/18476__e7b31699.npz,EFFORT,601,125,0.4080,0.5920
isl_landmarks/18479__805979eb.npz,EFFORT,601,32,0.0000,1.0000
isl_landmarks/18486__f37498f5.npz,EGG,602,90,0.4889,0.5111
isl_landmarks/18488__13d8db75.npz,EGG,602,75,0.5333,0.4667
isl_landmarks/18494__46343b21.npz,EGG,602,41,0.0244,0.9756
isl_landmarks/18495__9ea574f5.npz,EGG,602,43,0.0000,1.0000
isl_landmarks/18498__fd0011e3.npz,EGG,602,78,0.5128,0.4872
isl_landmarks/18522__a3a6c5e6.npz,EGYPT,603,92,0.3913,0.6087
isl_landmarks/18523__e0dfdf4e.npz,EGYPT,603,48,0.0625,0.9375
isl_landmarks/18524__87cdb697.npz,EGYPT,603,28,0.2143,0.7857
isl_landmarks/18526__538c32c6.npz,EGYPT,603,97,0.4021,0.5979
isl_landmarks/18528__e13039ed.npz,EGYPT,603,47,0.0000,1.0000
isl_landmarks/18532__7fa01bb7.npz,EGYPT,603,84,0.4286,0.5714
isl_landmarks/18535__f1de3283.npz,E,585,30,0.0000,1.0000
isl_landmarks/18550__e8d600dc.npz,EIGHTEEN,605,64,0.3281,0.6719
isl_landmarks/18552__3b738473.npz,EIGHTEEN,605,30,0.0000,1.0000
isl_landmarks/18554__58e905f3.npz,EIGHTEEN,605,44,0.0000,1.0000
isl_landmarks/18555__603a1e60.npz,EIGHTEEN,605,45,0.0000,1.0000
isl_landmarks/18557__01898591.npz,EIGHTEEN,605,86,0.4186,0.5814
isl_landmarks/18569__6f249ab7.npz,EIGHT,604,54,0.3148,0.6852
isl_landmarks/18570__073d04e0.npz,EIGHT,604,39,0.2821,0.7179
isl_landmarks/18571__fd49c330.npz,EIGHT,604,98,0.4388,0.5612
isl_landmarks/18575__2e5a6c4e.npz,EIGHT,604,28,0.0000,1.0000
isl_landmarks/18578__4b001a0e.npz,EIGHT,604,87,0.4598,0.5402
isl_landmarks/18644__ec474015.npz,EITHER,606,44,0.0000,1.0000
isl_landmarks/18649__db196ad7.npz,EITHER,606,94,0.5638,0.4362
isl_landmarks/18720__2470c7ce.npz,ELECTRICIAN,607,87,0.4598,0.5402
isl_landmarks/18723__5777769c.npz,ELECTRICIAN,607,78,0.0000,1.0000
isl_landmarks/18724__452697c0.npz,ELECTRICIAN,607,75,0.0133,0.9867
isl_landmarks/18726__c0920c24.npz,ELECTRICIAN,607,96,0.5000,0.5000
isl_landmarks/18727__b8dc89dd.npz,ELECTRICITY,608,61,0.4262,0.5738
isl_landmarks/18728__3c3d99f3.npz,ELECTRICITY,608,87,0.5517,0.4483
isl_landmarks/18729__2ec33dc9.npz,ELECTRICITY,608,35,0.1714,0.8286
isl_landmarks/18732__29d86413.npz,ELECTRICITY,608,32,0.0000,1.0000
isl_landmarks/18734__76ae768e.npz,ELECTRICITY,608,94,0.5426,0.4574
isl_landmarks/18756__8e6241d9.npz,ELEMENTARY,609,159,0.4403,0.5597
isl_landmarks/18757__548818b9.npz,ELEMENTARY,609,94,0.3511,0.6489
isl_landmarks/18759__7f8f3123.npz,ELEMENTARY,609,39,0.0000,1.0000
isl_landmarks/18761__d4381026.npz,ELEMENTARY,609,87,0.5517,0.4483
isl_landmarks/18770__b509b5d5.npz,ELEPHANT,610,68,0.4559,0.5441
isl_landmarks/18771__290cd347.npz,ELEPHANT,610,106,0.5943,0.4057
isl_landmarks/18772__f7c32c7d.npz,ELEPHANT,610,39,0.2564,0.7436
isl_landmarks/18775__3b2cc06c.npz,ELEPHANT,610,38,0.0000,1.0000
isl_landmarks/18779__bec79354.npz,ELEPHANT,610,86,0.5233,0.4767
isl_landmarks/18788__a73862e7.npz,ELEVATOR,611,73,0.2603,0.7397
isl_landmarks/18790__cfc5de0b.npz,ELEVATOR,611,82,0.4024,0.5976
isl_landmarks/18791__ba2865f8.npz,ELEVATOR,611,73,0.2192,0.7808
isl_landmarks/18796__9647c4fe.npz,ELEVATOR,611,59,0.0000,1.0000
isl_landmarks/18801__bbe22955.npz,ELEVATOR,611,94,0.4255,0.5745
isl_landmarks/18856__1ba2b378.npz,ELSE,612,68,0.4559,0.5441
isl_landmarks/18858__d5fb8503.npz,ELSE,612,36,0.0000,1.0000
isl_landmarks/18861__c292ac3c.npz,ELSE,612,79,0.5570,0.4430
isl_landmarks/18871__79729100.npz,EMAIL,613,94,0.5319,0.4681
isl_landmarks/18873__9c183ab8.npz,EMAIL,613,26,0.2692,0.7308
isl_landmarks/18875__fbf79816.npz,EMAIL,613,80,0.4625,0.5375
isl_landmarks/18879__90d626d3.npz,EMAIL,613,44,0.0000,1.0000
isl_landmarks/18880__6d2e3ad7.npz,EMAIL,613,40,0.0000,1.0000
isl_landmarks/18897__db127cd0.npz,EMBARRASS,614,49,0.1633,0.8367
isl_landmarks/18898__a16b4078.npz,EMBARRASS,614,69,0.3188,0.6812
isl_landmarks/18899__10513abb.npz,EMBARRASS,614,78,0.3590,0.6410
isl_landmarks/18900__1f7b8461.npz,EMBARRASS,614,53,0.0000,1.0000
isl_landmarks/18903__6ae82438.npz,EMBARRASS,614,102,0.4412,0.5588
isl_landmarks/18942__4bce2488.npz,EMERGENCY,615,98,0.5918,0.4082
isl_landmarks/18944__1e268507.npz,EMERGENCY,615,35,0.2000,0.8000
isl_landmarks/18946__f5e69e79.npz,EMERGENCY,615,90,0.4556,0.5444
isl_landmarks/18949__ce7a1cc0.npz,EMERGENCY,615,50,0.0000,1.0000
isl_landmarks/18978__1852341d.npz,EMOTION,616,65,0.3692,0.6308
isl_landmarks/18979__80e51cb2.npz,EMOTION,616,117,0.4359,0.5641
isl_landmarks/18980__b28e576d.npz,EMOTION,616,31,0.2903,0.7097
isl_landmarks/18981__f48983af.npz,EMOTION,616,81,0.3333,0.6667
isl_landmarks/18983__09acc791.npz,EMOTION,616,61,0.0000,1.0000
isl_landmarks/18986__4a13bd82.npz,EMOTION,616,95,0.4737,0.5263
isl_landmarks/19049__8a64064a.npz,EMPTY,617,67,0.4328,0.5672
isl_landmarks/19051__5e065b09.npz,EMPTY,617,83,0.3976,0.6024
isl_landmarks/19054__be10f1c3.npz,EMPTY,617,28,0.0000,1.0000
isl_landmarks/19057__0efd1189.npz,EMPTY,617,87,0.5287,0.4713
isl_landmarks/19087__a9759839.npz,ENCOURAGE,618,67,0.3284,0.6716
isl_landmarks/19088__71dcaaa6.npz,ENCOURAGE,618,43,0.0930,0.9070
isl_landmarks/19089__3a001158.npz,ENCOURAGE,618,47,0.1489,0.8511
isl_landmarks/19090__bd55ea2d.npz,ENCOURAGE,618,81,0.3580,0.6420
isl_landmarks/19092__de491ec4.npz,ENCOURAGE,618,53,0.0000,1.0000
isl_landmarks/19094__13017d38.npz,ENCOURAGE,618,100,0.5300,0.4700
isl_landmarks/19109__19ec1d21.npz,END,619,56,0.3929,0.6071
isl_landmarks/19110__5ab0be21.npz,END,619,38,0.2105,0.7895
isl_landmarks/19111__e887648a.npz,END,619,75,0.3600,0.6400
isl_landmarks/19114__f62f037f.npz,END,619,50,0.0000,1.0000
isl_landmarks/19115__532d3861.npz,END,619,33,0.0000,1.0000
isl_landmarks/19119__bd137aaf.npz,END,619,98,0.5102,0.4898
isl_landmarks/19165__851d3e9a.npz,ENERGY,620,144,0.5278,0.4722
isl_landmarks/19166__22ce07d5.npz,ENERGY,620,89,0.5169,0.4831
isl_landmarks/19167__3507038d.npz,ENERGY,620,91,0.4945,0.5055
isl_landmarks/19169__1ac2c52a.npz,ENERGY,620,38,0.0000,1.0000
isl_landmarks/19172__3785f261.npz,ENERGY,620,99,0.5354,0.4646
isl_landmarks/19183__9951c83a.npz,ENGAGE,621,62,0.3548,0.6452
isl_landmarks/19184__19c06d3c.npz,ENGAGE,621,48,0.2292,0.7708
isl_landmarks/19185__95aeb9ab.npz,ENGAGE,621,67,0.2537,0.7463
isl_landmarks/19192__9018033c.npz,ENGAGEMENT,622,81,0.0000,1.0000
isl_landmarks/19193__900e50de.npz,ENGAGEMENT,622,60,0.0000,1.0000
isl_landmarks/19194__63744119.npz,ENGAGEMENT,622,48,0.0000,1.0000
isl_landmarks/19197__fe886403.npz,ENGAGEMENT,622,97,0.5155,0.4845
isl_landmarks/19200__283289b3.npz,ENGINEER,624,63,0.3016,0.6984
isl_landmarks/19202__f41f016a.npz,ENGINEER,624,73,0.2466,0.7534
isl_landmarks/19203__095a64f4.npz,ENGINEER,624,66,0.0303,0.9697
isl_landmarks/19204__0cb28ec4.npz,ENGINEER,624,65,0.0000,1.0000
isl_landmarks/19207__756c55d5.npz,ENGINEER,624,101,0.5446,0.4554
isl_landmarks/19212__49a858ff.npz,ENGINE,623,106,0.5849,0.4151
isl_landmarks/19213__b2874a91.npz,ENGINE,623,86,0.4302,0.5698
isl_landmarks/19214__6d22c648.npz,ENGINE,623,73,0.2877,0.7123
isl_landmarks/19215__178f2089.npz,ENGINE,623,46,0.0000,1.0000
isl_landmarks/19217__a69ca16d.npz,ENGINE,623,96,0.4167,0.5833
isl_landmarks/19219__dde1c863.npz,ENGLAND,625,59,0.3220,0.6780
isl_landmarks/19223__2857a8fc.npz,ENGLAND,625,34,0.0588,0.9412
isl_landmarks/19224__73ab2b25.npz,ENGLAND,625,75,0.3867,0.6133
isl_landmarks/19226__3015b6d4.npz,ENGLAND,625,44,0.0000,1.0000
isl_landmarks/19229__6ab344be.npz,ENGLAND,625,108,0.5463,0.4537
isl_landmarks/19232__88fe0669.npz,ENGLISH,626,100,0.5000,0.5000
isl_landmarks/19233__a100dfdd.npz,ENGLISH,626,75,0.3867,0.6133
isl_landmarks/19236__a8fecfea.npz,ENGLISH,626,44,0.0000,1.0000
isl_landmarks/19239__6ba27cab.npz,ENGLISH,626,108,0.5463,0.4537
isl_landmarks/19257__17a1247e.npz,ENJOY,627,71,0.2113,0.7887
isl_landmarks/19258__e53a9523.npz,ENJOY,627,60,0.1333,0.8667
isl_landmarks/19259__3f4ff1c1.npz,ENJOY,627,47,0.1702,0.8298
isl_landmarks/19260__ae0874d1.npz,ENJOY,627,43,0.1628,0.8372
isl_landmarks/19261__9e90ac44.npz,ENJOY,627,88,0.3068,0.6932
isl_landmarks/19264__b04267a4.npz,ENJOY,627,65,0.0000,1.0000
isl_landmarks/19269__9a93041e.npz,ENJOY,627,95,0.3895,0.6105
isl_landmarks/19297__f841e12a.npz,ENORMOUS,628,180,0.4000,0.6000
isl_landmarks/19298__36074c20.npz,ENORMOUS,628,101,0.4158,0.5842
isl_landmarks/19299__8b9049fc.npz,ENORMOUS,628,71,0.0000,1.0000
isl_landmarks/19300__6ab01d34.npz,ENORMOUS,628,57,0.0000,1.0000
isl_landmarks/19303__fdfa7c4a.npz,ENORMOUS,628,96,0.4062,0.5938
isl_landmarks/19305__6022c0d2.npz,ENOUGH,629,156,0.3205,0.6795
isl_landmarks/19306__9943388a.npz,ENOUGH,629,80,0.4125,0.5875
isl_landmarks/19309__11630e64.npz,ENOUGH,629,45,0.0000,1.0000
isl_landmarks/19312__e30d5641.npz,ENOUGH,629,102,0.5784,0.4216
isl_landmarks/19326__a61dc8b8.npz,ENTER,630,50,0.3200,0.6800
isl_landmarks/19327__636b4634.npz,ENTER,630,79,0.4430,0.5570
isl_landmarks/19328__e30c8e7e.npz,ENTER,630,91,0.4725,0.5275
isl_landmarks/19330__465bd1bd.npz,ENTER,630,50,0.0000,1.0000
isl_landmarks/19335__0d28a627.npz,ENTER,630,108,0.5370,0.4630
isl_landmarks/19393__28edfc23.npz,ENVELOPE,631,64,0.3125,0.6875
isl_landmarks/19394__e5abba74.npz,ENVELOPE,631,56,0.1964,0.8036
isl_landmarks/19395__ec1f0a5f.npz,ENVELOPE,631,74,0.4189,0.5811
isl_landmarks/19397__7098b2d3.npz,ENVELOPE,631,54,0.0000,1.0000
isl_landmarks/19406__116ce05f.npz,ENVIRONMENT,632,123,0.5528,0.4472
isl_landmarks/19407__8a00bbab.npz,ENVIRONMENT,632,65,0.4154,0.5846
isl_landmarks/19408__9ee89e92.npz,ENVIRONMENT,632,121,0.4711,0.5289
isl_landmarks/19409__9597da74.npz,ENVIRONMENT,632,97,0.3402,0.6598
isl_landmarks/19410__045b7556.npz,ENVIRONMENT,632,48,0.1667,0.8333
isl_landmarks/19411__777393f4.npz,ENVIRONMENT,632,54,0.1296,0.8704
isl_landmarks/19412__e252963c.npz,ENVIRONMENT,632,78,0.1923,0.8077
isl_landmarks/19414__32b22501.npz,ENVIRONMENT,632,32,0.3125,0.6875
isl_landmarks/19457__96dba8bb.npz,EQUAL,633,69,0.3478,0.6522
isl_landmarks/19458__88550165.npz,EQUAL,633,25,0.4000,0.6000
isl_landmarks/19459__fb29d9d0.npz,EQUAL,633,78,0.3205,0.6795
isl_landmarks/19462__fb7925e5.npz,EQUAL,633,47,0.0000,1.0000
isl_landmarks/19464__37fd5cc8.npz,EQUAL,633,94,0.5319,0.4681
isl_landmarks/19504__f4501f3f.npz,ERASE,634,61,0.3115,0.6885
isl_landmarks/19505__5069c41b.npz,ERASE,634,42,0.1667,0.8333
isl_landmarks/19506__c64745b8.npz,ERASE,634,76,0.2895,0.7105
isl_landmarks/19509__6ee2cc2f.npz,ERASE,634,37,0.0000,1.0000
isl_landmarks/19512__58896233.npz,ERASER,635,142,0.4366,0.5634
isl_landmarks/19513__4207a4da.npz,ERASER,635,61,0.1639,0.8361
isl_landmarks/19514__9ee116d7.npz,ERASER,635,42,0.1667,0.8333
isl_landmarks/19517__2bf2a53b.npz,ERASER,635,50,0.0000,1.0000
isl_landmarks/19557__8cd8fd3d.npz,ESCAPE,636,67,0.3881,0.6119
isl_landmarks/19558__6d938371.npz,ESCAPE,636,45,0.0889,0.9111
isl_landmarks/19559__eca5d51b.npz,ESCAPE,636,44,0.3182,0.6818
isl_landmarks/19560__6724219d.npz,ESCAPE,636,32,0.2188,0.7812
isl_landmarks/19561__84cd6ba7.npz,ESCAPE,636,103,0.5340,0.4660
isl_landmarks/19563__dc7745be.npz,ESCAPE,636,38,0.0000,1.0000
isl_landmarks/19567__0f16430f.npz,ESCAPE,636,100,0.4600,0.5400
isl_landmarks/19614__286350ba.npz,ESTABLISH,637,94,0.3191,0.6809
isl_landmarks/19615__b56dd5a5.npz,ESTABLISH,637,37,0.3243,0.6757
isl_landmarks/19616__0f9dc4ad.npz,ESTABLISH,637,85,0.3765,0.6235
isl_landmarks/19619__7c9a6175.npz,ESTABLISH,637,63,0.0000,1.0000
isl_landmarks/19622__08947127.npz,ESTABLISH,637,105,0.4286,0.5714
isl_landmarks/19654__2df6e538.npz,ETERNITY,638,132,0.3258,0.6742
isl_landmarks/19655__5ccf72dd.npz,ETERNITY,638,33,0.2121,0.7879
isl_landmarks/19656__29a0af0d.npz,ETERNITY,638,82,0.4024,0.5976
isl_landmarks/19657__ad95dafa.npz,ETERNITY,638,65,0.0000,1.0000
isl_landmarks/19660__b4cd080e.npz,ETERNITY,638,91,0.3956,0.6044
isl_landmarks/19686__af6f5633.npz,EUROPE,639,71,0.5493,0.4507
isl_landmarks/19687__d5ec8ac1.npz,EUROPE,639,38,0.2105,0.7895
isl_landmarks/19688__be49e82e.npz,EUROPE,639,40,0.3000,0.7000
isl_landmarks/19689__a9de6bf0.npz,EUROPE,639,94,0.4574,0.5426
isl_landmarks/19692__d16cc095.npz,EUROPE,639,57,0.0000,1.0000
isl_landmarks/19695__5fc1f3e3.npz,EUROPE,639,90,0.5889,0.4111
isl_landmarks/19704__dd4a1dc4.npz,EVALUATE,640,132,0.4318,0.5682
isl_landmarks/19705__610e8d5e.npz,EVALUATE,640,83,0.5422,0.4578
isl_landmarks/19706__2545277d.npz,EVALUATE,640,49,0.1837,0.8163
isl_landmarks/19707__4ce4ed8a.npz,EVALUATE,640,80,0.3875,0.6125
isl_landmarks/19742__acd74b47.npz,EVENING,641,80,0.3750,0.6250
isl_landmarks/19743__9f61b589.npz,EVENING,641,78,0.4615,0.5385
isl_landmarks/19746__d51ba541.npz,EVENING,641,39,0.0000,1.0000
isl_landmarks/19748__219efb6d.npz,EVENING,641,88,0.4886,0.5114
isl_landmarks/19760__5c6f9478.npz,EVENT,642,57,0.4035,0.5965
isl_landmarks/19761__853f038f.npz,EVENT,642,58,0.4138,0.5862
isl_landmarks/19762__171e5b29.npz,EVENT,642,54,0.4630,0.5370
isl_landmarks/19765__0859637c.npz,EVENT,642,32,0.0000,1.0000
isl_landmarks/19766__96dc4b03.npz,EVENT,642,46,0.0000,1.0000
isl_landmarks/19770__141ffa90.npz,EVENT,642,98,0.5918,0.4082
isl_landmarks/19813__4b66b9c9.npz,EVERYDAY,646,80,0.3500,0.6500
isl_landmarks/19816__add419ae.npz,EVERYDAY,646,70,0.3286,0.6714
isl_landmarks/19818__d28899c8.npz,EVERYDAY,646,38,0.1316,0.8684
isl_landmarks/19842__30a5bd61.npz,EVERY,643,80,0.4500,0.5500
isl_landmarks/19843__7efd3396.npz,EVERY,643,63,0.3333,0.6667
isl_landmarks/19845__6733f771.npz,EVERY,643,47,0.0000,1.0000
isl_landmarks/19849__fc0bab7d.npz,EVERY,643,88,0.5568,0.4432
isl_landmarks/19853__ff55cb5a.npz,EVERY MONDAY,644,54,0.0185,0.9815
isl_landmarks/19855__05ad57fa.npz,EVERY MONDAY,644,35,0.0286,0.9714
isl_landmarks/19856__1f89cdfb.npz,EVERY MONDAY,644,44,0.0227,0.9773
isl_landmarks/19911__c9a880e2.npz,EVERYTHING,647,127,0.3071,0.6929
isl_landmarks/19912__b202feab.npz,EVERYTHING,647,78,0.3077,0.6923
isl_landmarks/19915__4647569c.npz,EVERYTHING,647,76,0.0132,0.9868
isl_landmarks/19930__118e40fa.npz,EVERY TUESDAY,645,61,0.2131,0.7869
isl_landmarks/19931__5e31519a.npz,EVERY TUESDAY,645,53,0.0000,1.0000
isl_landmarks/19933__335db0e1.npz,EVERY TUESDAY,645,35,0.0286,0.9714
isl_landmarks/19934__5afb2c3a.npz,EVERY TUESDAY,645,35,0.0286,0.9714
isl_landmarks/19935__aabbc453.npz,EVERY TUESDAY,645,95,0.4947,0.5053
isl_landmarks/19968__4911adeb.npz,EVIDENCE,648,124,0.2581,0.7419
isl_landmarks/19969__63580c69.npz,EVIDENCE,648,32,0.1875,0.8125
isl_landmarks/19970__44a82fe6.npz,EVIDENCE,648,35,0.2571,0.7429
isl_landmarks/19971__041587d1.npz,EVIDENCE,648,76,0.4079,0.5921
isl_landmarks/19974__8a7fba7c.npz,EVIDENCE,648,37,0.0000,1.0000
isl_landmarks/19975__98821144.npz,EVIDENCE,648,89,0.5506,0.4494
isl_landmarks/20008__aa2bb665.npz,EXACT,649,88,0.4545,0.5455
isl_landmarks/20009__2b81b87c.npz,EXACT,649,32,0.2188,0.7812
isl_landmarks/20010__a811e36e.npz,EXACT,649,82,0.2927,0.7073
isl_landmarks/20012__c957891c.npz,EXACT,649,54,0.2222,0.7778
isl_landmarks/20014__e7e14eed.npz,EXACT,649,95,0.5684,0.4316
isl_landmarks/20022__8a3be668.npz,EXAGGERATE,650,75,0.2933,0.7067
isl_landmarks/20023__f24598e1.npz,EXAGGERATE,650,41,0.4878,0.5122
isl_landmarks/20024__03542022.npz,EXAGGERATE,650,61,0.3115,0.6885
isl_landmarks/20027__f223fa86.npz,EXAGGERATE,650,57,0.0000,1.0000
isl_landmarks/20030__9e20e671.npz,EXAGGERATE,650,98,0.5510,0.4490
isl_landmarks/20066__c627d6b8.npz,EXAMPLE,651,65,0.4308,0.5692
isl_landmarks/20067__0599aa82.npz,EXAMPLE,651,27,0.2222,0.7778
isl_landmarks/20068__c36c28d0.npz,EXAMPLE,651,30,0.1000,0.9000
isl_landmarks/20070__839899fc.npz,EXAMPLE,651,39,0.1026,0.8974
isl_landmarks/20071__0014052f.npz,EXAMPLE,651,35,0.2286,0.7714
isl_landmarks/20072__9f59cf49.npz,EXAMPLE,651,68,0.3382,0.6618
isl_landmarks/20074__4eb4cb0d.npz,EXAMPLE,651,47,0.0000,1.0000
isl_landmarks/20077__f5fc5d9b.npz,EXAMPLE,651,85,0.5176,0.4824
isl_landmarks/20109__cd219575.npz,EXCEPT,652,105,0.3524,0.6476
isl_landmarks/20110__142c8da6.npz,EXCEPT,652,43,0.1860,0.8140
isl_landmarks/20111__0b8296b0.npz,EXCEPT,652,73,0.2329,0.7671
isl_landmarks/20113__6b907285.npz,EXCEPT,652,35,0.0000,1.0000
isl_landmarks/20115__7e79e718.npz,EXCEPT,652,92,0.3913,0.6087
isl_landmarks/20139__7fe2ec51.npz,EXCHANGE,653,80,0.4750,0.5250
isl_landmarks/20141__8c04bd7b.npz,EXCHANGE,653,49,0.3061,0.6939
isl_landmarks/20142__ed174d2b.npz,EXCHANGE,653,59,0.2542,0.7458
isl_landmarks/20143__e4944a8c.npz,EXCHANGE,653,67,0.2090,0.7910
isl_landmarks/20145__b82f3d0e.npz,EXCHANGE,653,47,0.0000,1.0000
isl_landmarks/20146__22ba97f5.npz,EXCHANGE,653,55,0.0000,1.0000
isl_landmarks/20147__8de5208b.npz,EXCHANGE,653,62,0.0000,1.0000
isl_landmarks/20149__ebd67ff7.npz,EXCHANGE,653,102,0.3922,0.6078
isl_landmarks/20153__9a4a6c5f.npz,EXCITED,654,77,0.4286,0.5714
isl_landmarks/20154__5f4bad4d.npz,EXCITED,654,67,0.2090,0.7910
isl_landmarks/20157__1efbab90.npz,EXCITED,654,47,0.3191,0.6809
isl_landmarks/20158__872d1ab2.npz,EXCITED,654,67,0.3433,0.6567
isl_landmarks/20162__a7726478.npz,EXCITED,654,92,0.5761,0.4239
isl_landmarks/20198__a4c12eca.npz,EXCUSE,655,77,0.4545,0.5455
isl_landmarks/20201__8da0eb65.npz,EXCUSE,655,25,0.0000,1.0000
isl_landmarks/20226__9ab26dc8.npz,EXERCISE,656,75,0.3067,0.6933
isl_landmarks/20227__103a96a4.npz,EXERCISE,656,77,0.2208,0.7792
isl_landmarks/20229__4a00d0e3.npz,EXERCISE,656,67,0.0000,1.0000
isl_landmarks/20235__67bbced8.npz,EXERCISE,656,98,0.4898,0.5102
isl_landmarks/20256__006c927b.npz,EXHIBIT,657,76,0.3684,0.6316
isl_landmarks/20257__27e21696.npz,EXHIBIT,657,72,0.4167,0.5833
isl_landmarks/20260__f42a6d4d.npz,EXHIBIT,657,29,0.0000,1.0000
isl_landmarks/20262__8df4f14d.npz,EXHIBIT,657,77,0.4935,0.5065
isl_landmarks/20313__51fd361e.npz,EXPAND,658,105,0.3238,0.6762
isl_landmarks/20315__1ec00ba2.npz,EXPAND,658,39,0.2051,0.7949
isl_landmarks/20318__12392a6c.npz,EXPAND,658,44,0.0000,1.0000
isl_landmarks/20322__b080b24c.npz,EXPAND,658,84,0.4524,0.5476
isl_landmarks/20334__af21ba86.npz,EXPECT,659,128,0.3281,0.6719
isl_landmarks/20335__78bf34db.npz,EXPECT,659,38,0.1579,0.8421
isl_landmarks/20336__520aaffd.npz,EXPECT,659,50,0.1400,0.8600
isl_landmarks/20337__f760198d.npz,EXPECT,659,103,0.3107,0.6893
isl_landmarks/20339__1ad9d644.npz,EXPECT,659,50,0.0000,1.0000
isl_landmarks/20342__a94f32e2.npz,EXPECT,659,75,0.4933,0.5067
